Advanced_Thermal_Autoencoder,Temporal_Autoencoder,Ensemble
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.01092765461364271,0.041291802927506706,0.5327222618550269
0.0005587732847526534,0.0005032008510749427,0.008956304901702124
0.00260994955134306,0.001808545475269242,0.036708094497753065
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.0016450598990584524,0.0006350802799834865,0.017378912225769885
0.001268567028198053,0.00030440244382122186,0.011263491563832823
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
6.67339391220294e-05,0.00027376336540495326,0.0032378449386101195
5.039984487637636e-05,3.438463594365911e-05,0.0004485428458000018
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
5.5719662355845335e-05,3.0173532150852816e-05,0.0004353144121971908
3.704205177157595e-05,2.24114938516221e-05,0.00022886920140116816
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.008074566629829815,0.000975192426948413,0.062290401714721
4.295759800679761e-05,2.049138484448539e-05,0.0002451446366636816
0.0005217610659236359,0.000725048780001719,0.011207995510067053
4.0316430059441575e-05,1.0666081847141712e-05,0.0001180609589000528
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.00034516795335635974,0.0002687164479755375,0.004960960268075022
0.0012420456075435279,0.00034439999867764623,0.011542585973899294
0.0006305907533399937,0.00017792731501087115,0.005767053785981493
0.002198991022665767,0.00011103477741951698,0.015041836227490078
0.0009014310537961821,0.00013267981117653935,0.006990736992578938
8.105494901721831e-05,8.292062453626844e-05,0.0011888717643876293
0.00020873681697499303,0.0001402585122365813,0.0026481089449286936
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.3710839215694116e-05,1.4874571119239807e-05,0.00018696052342407642
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
5.142208597774719e-05,4.130715222036536e-05,0.0005327205552880344
0.001636830137738495,0.0002640229809174097,0.013164491959657847
0.025317609816502402,0.004891347768928863,0.21643018773301112
9.630372253394853e-05,0.00010387641884759928,0.0015213827067046596
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.00023335933032258934,6.206222992851459e-05,0.0019284360931544951
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.9671395421502954e-05,2.357611068449386e-05,0.00032265715022175
0.0006594249274524841,0.0005588110751134052,0.010223389963517581
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.0008181705796556136,4.0642186181983406e-05,0.00542624108218475
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.0004407332945411449,0.0003008582543015689,0.005932310041174534
0.01765936312604018,0.0015632025693260844,0.1301506335547022
4.574124765342134e-05,1.1325853169631185e-05,0.0001601359068746843
3.876575635059105e-05,1.1900286521211108e-05,0.00012199217467100872
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.061171395772368e-05,1.0781306669128526e-05,0.00012124075706551339
0.006773335952288173,0.00038380310750526836,0.04733998392933879
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.00799038310004508,0.0005149254194717176,0.056589907462659225
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.0006049148462592031,0.0002014639967810049,0.005866925804020822
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
9.627773501888111e-05,6.881527227369263e-05,0.0011279672056871484
0.000653471885580746,0.00010109995354818368,0.00505160415787086
4.7973312417906774e-05,1.9913532781034846e-05,0.0002707233284873037
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.940694861017087e-05,2.9676478655253266e-05,0.000389389181508279
4.9671395421502954e-05,2.357611068449386e-05,0.00032265715022175
4.8921397070816055e-05,2.6166319766830646e-05,0.0003469152855056592
5.142208597774719e-05,4.130715222036536e-05,0.0005327205552880344
4.2594450005899297e-05,2.2695420973706986e-05,0.0002675441250937343
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.2594450005899297e-05,2.2695420973706986e-05,0.0002675441250937343
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.0006640678478757063,0.00010344220033581816,0.00514560335617523
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.0014176626815610436,0.0005951723654154141,0.015477800966282325
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.002138786247841963,0.000991134468590103,0.024528301180306154
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
3.839581466830684e-05,1.3365629733386737e-05,0.00013606298357253098
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
3.6496405905713966e-05,1.1471610909014979e-05,0.00010267864672440158
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.1894986850154175e-05,2.1481434885917333e-05,0.00024945703569520034
0.0015273507677925474,0.00032429761677547724,0.013140757350881624
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.9671395421502954e-05,2.357611068449386e-05,0.00032265715022175
4.9671395421502954e-05,2.357611068449386e-05,0.00032265715022175
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.0004785825430823707,0.00012647731634373945,0.004218364248001467
0.00042227308940964166,0.00026939915534599483,0.005461465817849382
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.0016485455834150482,0.00039769585527373307,0.014738664479257684
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.0028916433981443852,0.0017304453333428207,0.037632673939952274
0.0007324893896181986,0.0003700828432565081,0.008573615545745136
0.000270850984797412,0.00020684953078972052,0.003792028073272623
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.00027612725795612194,3.979262435481259e-05,0.0019520261981828835
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
8.486422425464268e-05,8.970526043918692e-05,0.001289317433988153
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.0018184629257671301,0.0005526539988326774,0.01756278527586242
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.003467812698382712,0.0022417359510773036,0.04705017750738125
0.0010381973766779805,0.0001092617096014555,0.007602273688703792
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.5318862963071555e-05,1.0565351473209677e-05,0.00014890620214187933
4.9671395421502954e-05,2.357611068449386e-05,0.00032265715022175
4.9671395421502954e-05,2.357611068449386e-05,0.00032265715022175
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.0009693208914075406,0.0001366527167832951,0.007469242484946079
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.0006093924773144471,0.000442640886161164,0.008600610927618145
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
5.5784243295411514e-05,0.00015332501424572705,0.0018170067749369008
0.0005185286672195113,0.0001590170531626559,0.004838664837749098
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.0021066348298980366,0.0004417065076495821,0.018160352590352376
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.0005526848338351099,0.00013849579682758374,0.004826819100150028
3.7444592892981105e-05,1.8732873416879507e-05,0.00019018242203669992
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.0028616652481866637,0.002023935508102662,0.04073287233244546
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.2594450005899297e-05,2.2695420973706986e-05,0.0002675441250937343
0.0005322621652372421,0.00027337230449645623,0.006209068116294909
4.9671395421502954e-05,2.357611068449386e-05,0.00032265715022175
0.015437146114805166,0.0018069401203293738,0.11868023228404229
0.0010596505804355055,0.00017774466780115487,0.008507512233343737
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.0009326244765632507,8.295424338675761e-05,0.006632395163682113
7.965157854555805e-05,0.00010437983461740763,0.0014205902484080817
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.0006340996526342228,6.663444239096857e-05,0.004541210119458258
0.0026950517866488055,0.00011537101899231322,0.018261242206575552
3.899746065580262e-05,1.1303400083268608e-05,0.00011677846607541611
0.019047305137175445,0.0009247357277764831,0.1318611094379381
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.0002690053059225459,0.00015512846325477724,0.003200121918504639
5.039984487637636e-05,3.438463594365911e-05,0.0004485428458000018
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.004596921751570716,0.0006057784333179795,0.035918262258337906
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.00027871638485477666,0.00016784141832508766,0.0034047839523180627
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.9671395421502954e-05,2.357611068449386e-05,0.00032265715022175
4.9671395421502954e-05,2.357611068449386e-05,0.00032265715022175
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.0009689669128113512,0.00030308277647454355,0.009333676392307932
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.751119234364335e-05,1.752241918747474e-05,0.000240950530058469
0.0005932933576103408,0.0003128594696753149,0.007042065394696806
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.0004016397420506059,5.296674814878094e-05,0.002902051621713397
0.0010077091611497616,0.0003662578027738772,0.01028989045711285
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.048354905153524065,0.04458108478007464,0.8088463837490625
3.949338632167798e-05,1.0759619621015502e-05,0.00011384927573747571
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
5.142208597774719e-05,4.130715222036536e-05,0.0005327205552880344
0.0019187647624440438,0.00040206059788900944,0.016514833550378076
0.0006558632234823502,0.00020531836719442752,0.006235813691556334
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.0005972859155058634,0.00027714191315592534,0.006666973668857749
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.0017580167753111092,0.0007426296002350386,0.019307205290262773
0.0015022025655786907,0.0002350479219950601,0.011978978916794902
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
0.0032482779001244302,0.00028762724993694217,0.023729451026060437
0.0005292230708147646,0.0001694523895455675,0.005024066180189289
4.9671395421502954e-05,2.357611068449386e-05,0.00032265715022175
6.86721350866722e-05,0.00027303482176325636,0.003242062271567737
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
4.967126484769853e-05,2.357633649216233e-05,0.00032265884828900433
3.659533580255278e-05,1.682460559741178e-05,0.0001633507303268057
