file_name,center_temp,max_temp,min_temp,temp_range,reconstruction_loss,anomaly
SLOGF20241126141203_jpeg.rf.318c34469fb425a2f88eeadb013953bb.jpg,-1.2445409955854207e-10,-1.7561077430402825,2.275591619580757e-11,-0.19462210683297165,1.2251432905247057,True
SLOGF20241126145328_jpeg.rf.8e4ebbfc0288adbcb3be1b66b7c8a34c.jpg,-2.909285108917971,8.004621488649911e-11,2.275591619580757e-11,-1.3839300207308628e-11,2.1335917704307272,True
SLOGF20241126152803_jpeg.rf.818315b72f8f7e5070abeee98b5e4b96.jpg,-1.2445409955854207e-10,8.004621488649911e-11,2.275591619580757e-11,-1.3839300207308628e-11,3.614090074587367,True
SLOGF20241127092634_jpeg.rf.4754f35283e58277f1a0c5fddbc47a7a.jpg,-1.2445409955854207e-10,8.004621488649911e-11,2.275591619580757e-11,-1.3839300207308628e-11,1.5908538696414614,True
SLOGF20241127104316_jpeg.rf.ef8080d1c9a1426bb9dc2a493aebfc71.jpg,-1.2445409955854207e-10,8.004621488649911e-11,2.275591619580757e-11,-1.3839300207308628e-11,4.646998180481269,True
SLOGF20241127105042_jpeg.rf.527e1165deab35d58ca6085d3d46fa0a.jpg,-2.9785911031306256,-0.22981007514622262,2.275591619580757e-11,-0.02546889347098471,1.2828389071685908,True
SLOGF20241127133146_jpeg.rf.b2ae6d5d29bf661d74bc1256a3e0175b.jpg,-2.216225166791425,-2.041397026758798,2.275591619580757e-11,-0.22623952989128696,1.4228543530224977,True
SLOGF20241127133146_jpeg.rf.d1b09434cd8dcd6795065fca523a89c0.jpg,-1.2445409955854207e-10,8.004621488649911e-11,2.275591619580757e-11,-1.3839300207308628e-11,2.1934106908897935,True
SLOGF20241127151334_jpeg.rf.bccf7ff0062ff3e2b13785a4ab29e988.jpg,-1.2445409955854207e-10,8.004621488649911e-11,2.275591619580757e-11,-1.3839300207308628e-11,1.815014925830631,True
SLOGF20241129110147_jpeg.rf.af8d23a2e0727856f76e1cda33f79a4f.jpg,-0.6914932941130221,1.3820743778633913,-0.5981187216513681,0.750097941004204,1.162989609849525,True
SLOGF20241129121358_jpeg.rf.8521520b2c26424c49331b2b903626d0.jpg,-1.0726762622826231,1.4961900913507982,2.275591619580757e-11,0.16581651603182293,1.2434745006513181,True
SLOGF20241129140853_jpeg.rf.b56edc736b42728759b060c579215706.jpg,-3.2558150799812444,-0.21554561096029662,-0.5981187216513681,0.5730403718776383,1.484626044430799,True
IR_30651_jpg.rf.850438cd4288b77de3e00c86b8f77eb9.jpg,-1.2445409955854207e-10,8.004621488649911e-11,2.275591619580757e-11,-1.3839300207308628e-11,1.3115254282661408,True
IR_30675_jpg.rf.d6d9e465380eef71d73b2af785f5dd28.jpg,-1.2445409955854207e-10,8.004621488649911e-11,-0.08061822838970219,0.08045778852428745,1.4032839137445576,True
IR_30948_jpg.rf.8307f00364216add7200ff870d6e3f7b.jpg,-1.2445409955854207e-10,8.004621488649911e-11,2.275591619580757e-11,-1.3839300207308628e-11,1.8001324995358774,True
IR_31096_jpg.rf.b281ad9fad05f73064cada3a3b919d84.jpg,-1.2445409955854207e-10,8.004621488649911e-11,-0.1598194058096082,0.15950134617007572,1.1832274399190643,True
SLOGF20241122144706_jpeg.rf.20601e08b21a599f189a3c978561544d.jpg,-0.8647582796446599,-1.4137606025780627,2.275591619580757e-11,-0.1566811991629932,3.7206123739071346,True
SLOGF20241126144524_jpeg.rf.c6f6dd245af7db9742e1edea998c9d6b.jpg,-2.077613178366116,-2.0841904193165752,2.275591619580757e-11,-0.2309821433500342,1.5908538696414614,True
