model_name,training_time,mean_train_error,mean_test_error,threshold,anomalies_detected
Advanced_Thermal_Autoencoder,60.51174306869507,0.000957724273673605,0.0010857852970952032,0.0032365984010951873,18
Temporal_Autoencoder,18.286006450653076,0.0005323727364808631,0.0004768741161378763,0.001050914943210106,13
