file_name,center_temp,max_temp,min_temp
IR_30948_jpg.rf.8307f00364216add7200ff870d6e3f7b.jpg,,,
IR_30958_jpg.rf.f9b99de49891e4e410b8ece118bdb810.jpg,,,31.9
IR_30974_jpg.rf.b4c119b6792337edbd1b3035567bd328.jpg,,,30.7
IR_30988_jpg.rf.304d383a51f68fd0519c0bdfc19a4baa.jpg,,,29.6
IR_30998_jpg.rf.1efd3818fdc10ec19f8e62746ddfaa64.jpg,,,31.5
IR_31006_jpg.rf.bfc07be235afa6268b7e2a531f08abc9.jpg,,,31.4
IR_31010_jpg.rf.d1e8ca2adf0420feb2070c44637b1b06.jpg,,,26
IR_31012_jpg.rf.a662a2c406ccbd77c4a465603a15189e.jpg,,,30.3
IR_31014_jpg.rf.93fae628f15a9883b61809a0654c997b.jpg,,53.5,30
IR_31066_jpg.rf.4be665467d839897ea1f3cd86ea7d4b4.jpg,,,26.9
IR_31076_jpg.rf.6183afa29feaa1886602b457600667c4.jpg,,40.9,28.1
IR_31088_jpg.rf.3aef472ccfcb01484a19736e7d6997c8.jpg,,,30.1
IR_31092_jpg.rf.307270f32bb1497674f06481f0b19de0.jpg,,,28.6
IR_31096_jpg.rf.b281ad9fad05f73064cada3a3b919d84.jpg,,,28.6
IR_31104_jpg.rf.c66a8ac305dff11a1958915370f0464f.jpg,,,
IR_31110_jpg.rf.4b8f31e5809e9d1139207cd08dd1db22.jpg,,,30.9
IR_31116_jpg.rf.a8d90646cc5ced1450b1c21b1025fe9e.jpg,,,28.7
IR_31120_jpg.rf.841cbba03db39660b65d9e2d1694dfa9.jpg,,,30.8
SLOGF20241107101957_jpeg.rf.48e98d5c30cf0cd67b60c9d644bd4cb6.jpg,,,
SLOGF20241107104230_jpeg.rf.24d3f664f4c8c50301d6e3ba8ddae52a.jpg,31.8,34.2,
SLOGF20241107113131_jpeg.rf.53e18eeb9242a0ce95359a17c8ef8f08.jpg,29.3,31.6,0.93
SLOGF20241107114517_jpeg.rf.ebf2570a2f34ad55a81804848721d339.jpg,,,30.3
SLOGF20241107121125_jpeg.rf.8463e996fe761cfb350265850723f2e1.jpg,,,
SLOGF20241107121220_jpeg.rf.ce034adca2d8ac6e9423f8812afd3787.jpg,,,
SLOGF20241107121617_jpeg.rf.cffd4b229260017ce0dd161a3d3bade5.jpg,,,
SLOGF20241107121652_jpeg.rf.677d874c9c58e508b5b02452a9dbf71f.jpg,,,29
SLOGF20241107122908_jpeg.rf.f72fa2ffd1572f342fa78eb5a20c31ff.jpg,33.3,51.7,0.93
SLOGF20241107125316_jpeg.rf.7a59025648f23102fff147cda59a8e8a.jpg,,,22.8
SLOGF20241107141050_jpeg.rf.6149c6d013fa29bab827c2d482eca4c4.jpg,31.5,56,
SLOGF20241107150556_jpeg.rf.9cd5aac69169d200377eac5133e67dd4.jpg,33.69,37.5,20.93
SLOGF20241107150612_jpeg.rf.ba0fa097b20ee6d363a9e501c4aaf7dc.jpg,33.9,37.8,
SLOGF20241107150703_jpeg.rf.b374941ee1424ccee6598e468c01f0f8.jpg,,40.3,0.93
SLOGF20241122112728_jpeg.rf.35df3238a80d41106d800cb296e4d2da.jpg,29.2,37.1,
SLOGF20241122144706_jpeg.rf.20601e08b21a599f189a3c978561544d.jpg,31.7,38.2,
SLOGF20241122145037_jpeg.rf.28c10b3c716038e8cb68384c51bc7b39.jpg,67.9,72.3,60.93
SLOGF20241126103757_jpeg.rf.a090e88718110cba00a101381d433a7a.jpg,,,
SLOGF20241126110949_jpeg.rf.8aae3cc2333d3d7e10adf3899ee8bd12.jpg,35.5,60.2,60.93
SLOGF20241126112337_jpeg.rf.8ba15e5edbe4c1913bbb2e54fb79aead.jpg,31.5,58.7,0.93
SLOGF20241126112957_jpeg.rf.1973fa901a8732046cff164407df46e4.jpg,30.9,42.4,0.93
SLOGF20241126114126_jpeg.rf.ada48a22bbb923fec6a91ab804a89aad.jpg,29.6,44.8,80.93
SLOGF20241126114208_jpeg.rf.2a1ad3c096f4c1ecf97fc9d3a6332580.jpg,32.6,41.4,0.93
SLOGF20241126120326_jpeg.rf.81ba3bfa67e9cee2b2ed2207981ac650.jpg,36.3,57.7,
SLOGF20241126121117_jpeg.rf.e2583ff59f9907d3bc412d4e20a255c5.jpg,27.7,47.4,0.93
SLOGF20241126121530_jpeg.rf.3300de36bc174240cd45a5dfb13c38b4.jpg,28.6,37,0.93
SLOGF20241126121919_jpeg.rf.2e992b03fc3f5dff7ea0ae6c845c1a30.jpg,,,0.93
SLOGF20241126121940_jpeg.rf.6f6d80eec627d9e85657e238c4b01570.jpg,54.4,,0.93
SLOGF20241126123802_jpeg.rf.015a242fcc3db634152b0faa3909d32f.jpg,30.8,50.5,0.93
SLOGF20241126144524_jpeg.rf.c6f6dd245af7db9742e1edea998c9d6b.jpg,28.2,33.5,
SLOGF20241126151231_jpeg.rf.25a2493fde0f35a812f01637d28215c8.jpg,25.7,30.7,
SLOGF20241126151820_jpeg.rf.dd47ef7b9b99626a9ccfa42e290396ef.jpg,26.1,28.6,0.93
SLOGF20241127094222_jpeg.rf.d6958bd98bd009d6d1dd224b9d0ef7b6.jpg,38.1,57.5,
SLOGF20241127113817_jpeg.rf.4de35aa78d5db442fb302dbe7d605158.jpg,46.2,49.4,0.93
SLOGF20241127115609_jpeg.rf.7f8471a7c70399e73ea44c45a27094dd.jpg,37.2,51.5,510.93
SLOGF20241127133151_jpeg.rf.e0f6a520553d5cca8717c5a75624c5ce.jpg,28.8,36.2,0.93
SLOGF20241127134556_jpeg.rf.3e5a01432dbb76e591fe2842b7ad8b53.jpg,46,55.6,
SLOGF20241127150109_jpeg.rf.ad06a64904bbb0f2e33eb80599482b59.jpg,,,10.93
