file_name,center_temp,max_temp,min_temp
DIVU20240822115529_jpeg.rf.0ab590f45450a7915eef6e3db8f77464.jpg,33.2,70,0.93
DIVU20240822115529_jpeg.rf.39ad6e64d1b923e012bd55e2554ecd90.jpg,,,
DIVU20240822115529_jpeg.rf.763fac7e6bab4cc6c3d18f722c04eb70.jpg,33.2,70,0.93
DIVU20240822115541_jpeg.rf.0975c052b4d9e81b1db138ee1f97cb49.jpg,33.6,47.4,0.93
DIVU20240822115541_jpeg.rf.72d9f4c8bb0f242e5bca6b533009bf80.jpg,,,
DIVU20240822115541_jpeg.rf.f9c526365ed0e0099b4dd3044527b047.jpg,,,
DIVU20240822120004_jpeg.rf.0e659ccf795d498a63953d5d8a4bfb6e.jpg,,,
DIVU20240822120004_jpeg.rf.1452cffe1c32d752f5546ecaa9736d0b.jpg,29.3,31.2,
DIVU20240822120004_jpeg.rf.61a54437ff9869a322d3074f5a9c1fb3.jpg,,,
DIVU20240822120606_jpeg.rf.1fe0ab2821bc2989a665bfa46abe6df0.jpg,,,
DIVU20240822120606_jpeg.rf.292bc8cd5f76a6ceb9cfb120fe1490c1.jpg,,,
DIVU20240822120606_jpeg.rf.914de18ce5eafea52e3a04a7815ab644.jpg,28.6,32,0.93
DIVU20240822120727_jpeg.rf.21c8ded6831e7e10f1d41ed008541674.jpg,,,
DIVU20240822120727_jpeg.rf.9ae7015d17607660d58cbb8a0639fcb8.jpg,34.6,48.3,0.93
DIVU20240822120727_jpeg.rf.cd15f860d02361d2279f33081cdc2e76.jpg,34.6,48.3,0.93
DIVU20240822120913_jpeg.rf.0d21265aa30fde6f9c2135b5752bac71.jpg,31.9,38.6,
DIVU20240822120913_jpeg.rf.0ed68905400fee990456b0036b0d8ee0.jpg,31.9,38.6,0.93
DIVU20240822120913_jpeg.rf.c503f713ee7cc1ab729130082824e545.jpg,31.9,,0.93
DIVU20240822120955_jpeg.rf.7bbc836584518ca80ecaf12151144484.jpg,,,
DIVU20240822120955_jpeg.rf.bac00841fbf2f5a6a95d20eb9b02d45d.jpg,44.8,60.3,
DIVU20240822120955_jpeg.rf.d25da2a0e7ad2883e99d3fae172095e2.jpg,,,
DIVU20240822121004_jpeg.rf.1e74fdae2ba7925f6799d672f5647dea.jpg,,,
DIVU20240822121004_jpeg.rf.9d3ef6af408bf0bf7f3f4d55cdcc2522.jpg,52.3,62.7,0.93
DIVU20240822121004_jpeg.rf.9e4f7f60946e851b947b1cf812324091.jpg,,,
DIVU20240822124511_jpeg.rf.a6c4c0ea220203a268eb8b6543ef1256.jpg,33,45.3,
DIVU20240822124511_jpeg.rf.b9534f9cc5c71a902a0ec6e23e8ad0a1.jpg,,,
DIVU20240822124511_jpeg.rf.f390a881495aaf040f61a776c8644f3b.jpg,,,
DIVU20240822124521_jpeg.rf.3cd9bd29cb3ea7ec6c64854eb44b552e.jpg,33.4,68.4,
DIVU20240822124521_jpeg.rf.4a4b581628fd24d5372dbcbcca55790f.jpg,,,
DIVU20240822124521_jpeg.rf.ecb6904cceabae23b387a40e7b44c10d.jpg,33.4,68.4,810.93
DIVU20240822144652_jpeg.rf.0456655b037031998fcc048a4a86fe22.jpg,37.6,54.1,0.93
DIVU20240822144652_jpeg.rf.5ef44e92a4bd9e4d121b9a4a4bfde096.jpg,,,
DIVU20240822144652_jpeg.rf.64a3b4f75bfbffb21f8049c25ab2e8c7.jpg,,,
DIVU20240822150225_jpeg.rf.1b59e16573ee5c6598852f6913bb0d07.jpg,34.2,48,
DIVU20240822150225_jpeg.rf.a8b0034cbbf591a47b2fc0e74d72617d.jpg,,,
DIVU20240822150225_jpeg.rf.e7ee594e34ade8fa2a854f93743793de.jpg,,,
DIVU20240822150530_jpeg.rf.7333c3c43e9853f1447dac74f8928165.jpg,,,
DIVU20240822150530_jpeg.rf.cb2c0bf2244705e7a1ec278b9cf738b9.jpg,33.4,37.7,60.93
DIVU20240822150530_jpeg.rf.e80831d27db8c7748a1f1d59a870c615.jpg,,,
DIVU20240822150633_jpeg.rf.120a3aee5bc9fef83ef33b1a70dd6a55.jpg,38.1,48.7,
DIVU20240822150633_jpeg.rf.32649545fda96587aa39ba4972cce3fe.jpg,,,
DIVU20240822150633_jpeg.rf.352a82cb63b0a7686efb773f7db229fa.jpg,38.1,48.7,
DIVU20240822162540_jpeg.rf.7ac5d73ee48f05da3891e93ddfa93fdb.jpg,34.5,42.4,0.93
DIVU20240822162540_jpeg.rf.8c6650bb4ee26ef7b9c61958396b7325.jpg,,,
DIVU20240822162540_jpeg.rf.8c89b02fc0fe006544ccb175ed217349.jpg,,,
DIVU20240822165304_jpeg.rf.0331104e5bf54700efdc45d9173aa5b7.jpg,,,
DIVU20240822165304_jpeg.rf.38811824580a611ecd4dfc966360592b.jpg,36.2,39.1,
DIVU20240822165304_jpeg.rf.6accd4565f7212a413312500b50cf27b.jpg,,,
DIVU20240905093514_jpeg.rf.26b916523921f32e6f83a5be633cc476.jpg,,40.3,0.93
DIVU20240905093514_jpeg.rf.5467f49180aafa7bc91818f72d0b213d.jpg,30.6,40.3,0.93
DIVU20240905093514_jpeg.rf.7df9e17200184bbb5f72531b35b1de8a.jpg,,,
DIVU20240905105206_jpeg.rf.b698b4ae4b9a3e6bb59f9ace31b88103.jpg,,,
DIVU20240905105206_jpeg.rf.de0f348b8b2f91e5566a21593492c67b.jpg,,,
DIVU20240905105206_jpeg.rf.ed170f2277cd64d8818927692d9aa4e0.jpg,,41.4,50.93
DIVU20240905110336_jpeg.rf.9039f394746a6702e79f97a0420c13a6.jpg,,,
DIVU20240905110336_jpeg.rf.aabe30637c2fe56bee64946fdd254752.jpg,,,
DIVU20240905110336_jpeg.rf.c9111d36f04a50139a95963553c34637.jpg,29.4,,0.93
DIVU20240905125037_jpeg.rf.3af44f95cdb2ac1b70b7227c28449ec6.jpg,,,0.93
DIVU20240905125037_jpeg.rf.4e265f35d2fe9efaeb9779357e484f3e.jpg,,,
DIVU20240905125037_jpeg.rf.eeaa09ad7fbbe7565392f920873fb2ae.jpg,,,
DIVU20240905125325_jpeg.rf.063e277ddbb8cab643416616b6c14101.jpg,32.7,41.2,0.93
DIVU20240905125325_jpeg.rf.2ac83b766cbc001812863c1f4a014b35.jpg,32.7,41.2,0.93
DIVU20240905125325_jpeg.rf.ddf04bc9281871a3e9c93084802bcf00.jpg,,,
DIVU20240905130141_jpeg.rf.21338c3c1f8fdef7a696283a23999a4d.jpg,31.2,,10.93
DIVU20240905130141_jpeg.rf.b16d50dddbe35392890518ff0278c80e.jpg,,,
DIVU20240905130141_jpeg.rf.cf9a48e0da7cf65fdba06eb33c8dc93d.jpg,31.2,34.1,0.93
DIVU20240905130904_jpeg.rf.991839e0a77d962ce028d0b9a9e432f5.jpg,,,
DIVU20240905130904_jpeg.rf.ebc0de1e32d68227ce57413c0fb776fd.jpg,,33,
DIVU20240905130904_jpeg.rf.f939a5ca8728e936360c4360e3e7712a.jpg,,33,
DIVU20240905132350_jpeg.rf.9337a0fb01fd0d837331081c38c72f11.jpg,33.9,41.9,0.93
DIVU20240905132350_jpeg.rf.bc90e8fc51b27cd2f152a7a55a276f17.jpg,,,
DIVU20240905132350_jpeg.rf.e7187f754c9aeb7a0e482a10f7555ec5.jpg,,,
DIVU20240905132402_jpeg.rf.985b615379b211521a3553932839f876.jpg,34.8,43.9,0.93
DIVU20240905132402_jpeg.rf.df2d3fdce2207b8f3c0f254f66d0064c.jpg,34.8,43.9,50.9
DIVU20240905132402_jpeg.rf.e98fade2c06df1d961c164db7971be76.jpg,,,
DIVU20240905133743_jpeg.rf.820ad429191d3f87561f23a1e3b01182.jpg,36.3,62.1,0.93
DIVU20240905133743_jpeg.rf.b7efdbc04005a05166c6dce98925e3e8.jpg,,,
DIVU20240905133743_jpeg.rf.c24c24c2394a96c10bdafa3e3589a5a7.jpg,,,
DIVU20240905150538_jpeg.rf.019133bec77faff86d6909422bf21832.jpg,32.2,41.8,
DIVU20240905150538_jpeg.rf.102a671d6bbabdd2cdf92b073b303fce.jpg,,,
DIVU20240905150538_jpeg.rf.e4386401f8208b12d01e933188425861.jpg,,,
DIVU20240905150600_jpeg.rf.178f2dc1ff11719ad4e0cd824bff69d4.jpg,,,
DIVU20240905150600_jpeg.rf.7c0a0468bb89e34d099ec640fef444d8.jpg,31.9,41.4,
DIVU20240905150600_jpeg.rf.e281ab42d0b03cb7976881bd010cf070.jpg,,,
DIVU20240905155926_jpeg.rf.064cdaf2dd49e3f2aebed234a8a161cb.jpg,,,
DIVU20240905155926_jpeg.rf.48da8e60d84757183874964ca38b54e2.jpg,,,
DIVU20240905155926_jpeg.rf.60b63c5984219d41617c32a68ccb0e7b.jpg,39.5,53.7,50.93
DIVU20240905161807_jpeg.rf.51395d9278360c8c5de6f222f7c34bab.jpg,29.3,30.9,
DIVU20240905161807_jpeg.rf.c103eb8cb5616c6c829fd5bfde10f88d.jpg,,,
DIVU20240905161807_jpeg.rf.f5b6c197d9e1db2429d43f25d1838294.jpg,,,
DIVU20240905162730_jpeg.rf.066bdcb93dd93172a77c114f4d857347.jpg,,,
DIVU20240905162730_jpeg.rf.65400aeefc3f2c016f57097024a40eff.jpg,,,
DIVU20240905162730_jpeg.rf.d17b03b92b1a1f4f66d4ac439c626bf1.jpg,33.3,44.7,10.93
DIVU20240905162943_jpeg.rf.1232adaf76131d83016a75d8ff2f8b24.jpg,,30.4,0.93
DIVU20240905162943_jpeg.rf.a6b01574dded438296b8e7bd48428cb0.jpg,,,
DIVU20240905162943_jpeg.rf.b762e410896cf7c52313aea57d9fc296.jpg,,,
DIVU20240905162944_jpeg.rf.0c4522f5b7941a9586a6c1613bbf4da4.jpg,,,
DIVU20240905162944_jpeg.rf.5ff98e473e874ad1505573beca78dead.jpg,,,
DIVU20240905162944_jpeg.rf.85594555eff933404ebc96eedc9c0d17.jpg,28.2,34.9,
DIVU20240905164846_jpeg.rf.7235d1e544c54b8540e248bf7ed3f967.jpg,29.7,32.5,0.93
DIVU20240905164846_jpeg.rf.9ecf3906299d946449b585bb63fd335f.jpg,,32.5,
DIVU20240905164846_jpeg.rf.c23f9ddb111cb27a7a0872920148eb1d.jpg,,,
DIVU20240905165409_jpeg.rf.76e56fa95d879e5af7863ea85d2882c5.jpg,,,
DIVU20240905165409_jpeg.rf.966062bbceb1720f2518735c02867f5b.jpg,,,
DIVU20240905165409_jpeg.rf.f692ac3614a3a8b1240b6dafa30bdbd5.jpg,29.5,29.8,0.93
DIVU20240905172042_jpeg.rf.32605e5dd55143d4a464f20a2b11fed3.jpg,,,
DIVU20240905172042_jpeg.rf.711af6e29c99f9dc9b0ed22b3bc6c71d.jpg,,,
DIVU20240905172042_jpeg.rf.7ace4fb362f2a7543b0c30594c412999.jpg,31,37.2,10.93
DIVU20240905172056_jpeg.rf.6bcd6405a6a75bfdfb07adb5e70118b1.jpg,,,
DIVU20240905172056_jpeg.rf.6d780cacff2eec4a99d64a303ab9e009.jpg,31.9,43.55,0.93
DIVU20240905172056_jpeg.rf.a1296ef7501ab036ed0027322aaf9ba9.jpg,,,
DIVU20240905172419_jpeg.rf.22fb0e5c9359c850fe3bd7a0ecd0d505.jpg,,,
DIVU20240905172419_jpeg.rf.523894253a98faac5d0fe4f71d7a7c1b.jpg,33,43.7,60.93
DIVU20240905172419_jpeg.rf.cc7a1cbcc6eb1fb705f5bf547ef7072a.jpg,33,43.7,810.93
DIVU20240912090756_jpeg.rf.141efff89680511a73c7ecb4cd9f86e8.jpg,,,
DIVU20240912090756_jpeg.rf.2f2a794f497385cf266db4ed98c99b31.jpg,33.6,41.8,0.93
DIVU20240912090756_jpeg.rf.af1d03d8f6d03fe1de4ece1479c951bb.jpg,,,
DIVU20240912090845_jpeg.rf.471ce27acbbb4b08af2d2fb2ebec3523.jpg,,,
DIVU20240912090845_jpeg.rf.852178d941f93d098ab0d65cef22d253.jpg,33.3,37.8,50.93
DIVU20240912090845_jpeg.rf.c857d1949c9ae983f22192631ba66033.jpg,,,
DIVU20240912091247_jpeg.rf.02b418fd9b3fe27ef109d8629c8fbe64.jpg,32.2,38.6,
DIVU20240912091247_jpeg.rf.328e549c2b62dad352738c9730bb4f07.jpg,,,
DIVU20240912091247_jpeg.rf.6fa5f08b5e934316959ddb4dd13f6d34.jpg,,,
DIVU20240912092111_jpeg.rf.4bd561649a8b538049107e0955cabda7.jpg,,,
DIVU20240912092111_jpeg.rf.523e4b2abd994d6af77b2d646659883e.jpg,36.9,47.9,
DIVU20240912092111_jpeg.rf.cade222c73fc1024b8af69779e9a3177.jpg,,,
DIVU20240912092128_jpeg.rf.67f52b4a229a2441c070a458a60576bd.jpg,,,
DIVU20240912092128_jpeg.rf.85dbc4cea63479af3604b9a0b3579a13.jpg,36.2,45.4,0.93
DIVU20240912092128_jpeg.rf.b060a648116f078ae6421c60c09c2e59.jpg,,,
DIVU20240912093653_jpeg.rf.08b547ea22f6ecf3b56dddc8712ad92f.jpg,33.9,38.9,10.93
DIVU20240912093653_jpeg.rf.6cb79c6e5b954c5d195a9064efee5d99.jpg,,,
DIVU20240912093653_jpeg.rf.a88bedcf4388c6dc60f1c759a47e485c.jpg,,,
DIVU20240912093701_jpeg.rf.5b592fae3fe574b619ba45bdc112cc84.jpg,36,39.8,32.6
DIVU20240912093701_jpeg.rf.824bf5738458b64b1ec9765da8a39191.jpg,36,,
DIVU20240912093701_jpeg.rf.aa4722551a6394fb33866064a523f014.jpg,,,
DIVU20240912095429_jpeg.rf.449d657ba59e97b81ce8512d2d4adb25.jpg,36.2,45.1,10.93
DIVU20240912095429_jpeg.rf.694011aa8ce45bae6f8590ef7a276f42.jpg,,,
DIVU20240912095429_jpeg.rf.f1a891a91d3fb96d3fe66fe041a9bde6.jpg,,,
DIVU20240912103756_jpeg.rf.496950d69b8c78036c02ed800a6786a5.jpg,,,
DIVU20240912103756_jpeg.rf.9770eebad0f44c8cd7ea763dc2a583d7.jpg,33.8,40.9,10.93
DIVU20240912103756_jpeg.rf.cf045747fb955b15b0b6a49db2a3b44e.jpg,,,
DIVU20240912113305_jpeg.rf.168ed134e23e94d442d65dfe25be5887.jpg,38,45.3,0.93
DIVU20240912113305_jpeg.rf.a27ef6dfc7a15a7ed2d6624759d7e966.jpg,,,
DIVU20240912113305_jpeg.rf.b1ca5c2815c5df6acd1946d0d8cabbf8.jpg,38,45.3,0.93
DIVU20240912113315_jpeg.rf.44623363115c0273c5df87c4cc57813b.jpg,,,
DIVU20240912113315_jpeg.rf.557ad20d2dbfd1101a3bf3130edbd796.jpg,36.2,44,
DIVU20240912113315_jpeg.rf.6a2b9198cdbafc6ce148bece0d9df86f.jpg,36.2,44,
DIVU20240912113332_jpeg.rf.17d65e510dceb0c7546d38062c5c245c.jpg,33.1,43.8,0.93
DIVU20240912113332_jpeg.rf.65a789c78eeab38f22b61bc461e727b9.jpg,,,
DIVU20240912113332_jpeg.rf.a92ac266d8343ce250ffcc3ebeae9806.jpg,,,
DIVU20240912113346_jpeg.rf.10ed2d8339e758e785426375b30c4d09.jpg,,,
DIVU20240912113346_jpeg.rf.54c328539c15aadf91d702ba738673c4.jpg,34.3,40.2,
DIVU20240912113346_jpeg.rf.e0e36936d2e0dfd08af0767ed18a2947.jpg,,,
DIVU20240912113403_jpeg.rf.4b1f7d67c1afb020b043c42caeff937a.jpg,36.7,44.9,80.93
DIVU20240912113403_jpeg.rf.60b5e9bc470c97b7ab67194e88a405fd.jpg,,,
DIVU20240912113403_jpeg.rf.aaf4803a71f5e9d4b39999153c9cea97.jpg,,,
DIVU20240912115533_jpeg.rf.2c6fcb4744e9081ec17575097ee82e9e.jpg,,,10.9
DIVU20240912115533_jpeg.rf.42520829ee330bf9270c390b67b2c39d.jpg,37.8,44.4,
DIVU20240912115533_jpeg.rf.d240c91c9f7bbbe3e24406e949a4a342.jpg,37.8,44.4,0.93
DIVU20240912120012_jpeg.rf.0fae2216e1352a2b47160e301e14894d.jpg,,,
DIVU20240912120012_jpeg.rf.4698483409f65a2aa3082e694a22b4c3.jpg,,,
DIVU20240912120012_jpeg.rf.6cac2fb4ba1b9d47ecbc1723afd5e545.jpg,30.8,52.6,0.93
DIVU20240912120020_jpeg.rf.598f231e89fc3b1a5e8f80f2613e1d30.jpg,,,
DIVU20240912120020_jpeg.rf.99149fe8be601c33eeed4ab2db820da3.jpg,34,50.2,0.93
DIVU20240912120020_jpeg.rf.f267302f045253b019500f238478f0ac.jpg,,,
DIVU20240912123324_jpeg.rf.2257a245042ed45156c5a97c2145066f.jpg,,,
DIVU20240912123324_jpeg.rf.59dee6d5b1847b3d919898c72e55c351.jpg,34,51.1,0.93
DIVU20240912123324_jpeg.rf.9939f506b685f55025fa6a62a8cc6936.jpg,,,
DIVU20240912124421_jpeg.rf.0d180cf0f09a31d45e12a66a1b0a2098.jpg,,,
DIVU20240912124421_jpeg.rf.40a3e3498941cc4ae2d9cae12fa0ae0d.jpg,,,
DIVU20240912124421_jpeg.rf.ed17c345fecfc7b9f576ed5077d2c67e.jpg,36.6,39.7,10.93
DIVU20240912132305_jpeg.rf.27e778c4908d29c3daf9f02982d48a5b.jpg,,,
DIVU20240912132305_jpeg.rf.327eed8e357c4082d1430bb5fd4345ba.jpg,41.3,47.5,0.93
DIVU20240912132305_jpeg.rf.75449dbd7671dda2966b5f823d210ea1.jpg,,47.5,
DIVU20240912132708_jpeg.rf.228ed6f18d6e1a46c854f95ac06918ff.jpg,51.7,52.5,32.6
DIVU20240912132708_jpeg.rf.b57ccca66815301ceba5b0f7d93a838d.jpg,,,
DIVU20240912132708_jpeg.rf.f7c20a5b567a2ff4427ab417a8729ea3.jpg,,,32.6
DIVU20240912134624_jpeg.rf.1bee96cc27d3e8b606b816ac5e5c0ac3.jpg,42.6,46,
DIVU20240912134624_jpeg.rf.8d067443fbeab35a429e737d5a0cee69.jpg,,,
DIVU20240912134624_jpeg.rf.c72aa8de1ff9d370682a25714d07b788.jpg,,,
DIVU20240912141721_jpeg.rf.0f45b4462e084a6b0005ff9bdeaf712d.jpg,,57.6,0.93
DIVU20240912141721_jpeg.rf.68c677cc7103fd1070e89fd5d025b83f.jpg,,,
DIVU20240912141721_jpeg.rf.fa734b4533bb0f02e600172e8b9c053d.jpg,,,
DIVU20240912143559_jpeg.rf.2e2055dcb2444e149d29fb280710dc29.jpg,,,
DIVU20240912143559_jpeg.rf.cab5c98cf1af4afa2c3202ea50066ed4.jpg,,49.4,
DIVU20240912143559_jpeg.rf.d5948f7b4ab18ca850f7ad90369f9381.jpg,,,
DIVU20240912143607_jpeg.rf.3b35eafee041aaa37bf79f2a06ee0c61.jpg,,,
DIVU20240912143607_jpeg.rf.9e33d543ef37f001bc0642bc85b66f75.jpg,40.7,52.6,62.93
DIVU20240912143607_jpeg.rf.9f83174e9a07c85c1c5363e8370d7048.jpg,,,
DIVU20240912144102_jpeg.rf.9ffbb21d299c31dfdd58efd121a1229a.jpg,,,
DIVU20240912144102_jpeg.rf.ea9b4ac2e6342f5fcb2877eb40af3a5a.jpg,39.4,45.6,0.93
DIVU20240912144102_jpeg.rf.f5465fb1e45c9e33990da4c17a341a73.jpg,,,
DIVU20240912144435_jpeg.rf.15b68479e790539d20a61d04dd8db4e0.jpg,,,
DIVU20240912144435_jpeg.rf.48fd1f03aa057b9c4252d6620881ccb8.jpg,,50.6,50.93
DIVU20240912144435_jpeg.rf.523230a0b034123fd4ece180682e0619.jpg,,,
DIVU20240912163126_jpeg.rf.2f85635165033138cf598e8bca11c96c.jpg,,60,10.93
DIVU20240912163126_jpeg.rf.6eec98b9237f60d0f94820ecb4ccda52.jpg,,60,0.9
DIVU20240912163126_jpeg.rf.f33ad1e47be6f912b7581706dcbbc4ba.jpg,,,
DIVU20240912163527_jpeg.rf.1ec0ba525e2d06457c13d5777888e9ca.jpg,35.3,36.8,
DIVU20240912163527_jpeg.rf.528bdfc6ee8bed2010c479e125863b75.jpg,,,
DIVU20240912163527_jpeg.rf.74b8572c8886eb3f559265a305f3dd68.jpg,35.3,36.8,
DIVU20240912164232_jpeg.rf.1e246fada2c02f825e7a3fcfa19d3b7d.jpg,39.9,,
DIVU20240912164232_jpeg.rf.76979544baacc8a192a2421b46936f59.jpg,39.9,47.8,
DIVU20240912164232_jpeg.rf.ea08b1a405f1a3d8a14582b22ff88df8.jpg,,,
DIVU20240912164745_jpeg.rf.1ed56c5c258847ad9f6abf1f0faad6fd.jpg,,,
DIVU20240912164745_jpeg.rf.435b3bf5b43e80f5528860bcc70e1971.jpg,,,
DIVU20240912164745_jpeg.rf.5b850862ad76329bccd8ceabff9d9dc9.jpg,37.4,53.9,0.93
DIVU20240912165146_jpeg.rf.38aca32091c363ac18b8b5e6f4c760d7.jpg,53,62.8,0.93
DIVU20240912165146_jpeg.rf.acc390d7373580306c28aaaf18c03473.jpg,,,
DIVU20240912165146_jpeg.rf.b5ea121c14a4d515a28bf0c918b1fdee.jpg,,,
DIVU20240912165602_jpeg.rf.01658a2887f4d55fdeee625e305ea61b.jpg,,,
DIVU20240912165602_jpeg.rf.3ca21cb4d614b6b4c4947e9cbd2f6297.jpg,,33.8,0.93
DIVU20240912165602_jpeg.rf.762261d835a3632366d27cce6418f6fd.jpg,,,
DIVU20240912173437_jpeg.rf.bde0ef0b7c046b117bfe38e7b14b7e5e.jpg,,,
DIVU20240912173437_jpeg.rf.d04e29486e58b82848ae9a37273cddfa.jpg,,,
DIVU20240912173437_jpeg.rf.d2da724f34feda87df98e032989a8b3b.jpg,,34.1,
DIVU20240912174739_jpeg.rf.850b8211c9d849a9fbc6a0cc1dba5051.jpg,40.1,51.9,0.93
DIVU20240912174739_jpeg.rf.b61bff0107dfdccf879f3491aef4285e.jpg,,,
DIVU20240912174739_jpeg.rf.b7595dff6f3c9bd930dbc91f52fe4c44.jpg,,,
DIVU20240912175802_jpeg.rf.008cef5d6706e0ac167161e7a1f6b3aa.jpg,,,
DIVU20240912175802_jpeg.rf.786864618f2aee142eeaf11eb93348d8.jpg,46.5,72.1,0.93
DIVU20240912175802_jpeg.rf.80dc0c470e01b3b7a2628353b288e00f.jpg,46.5,72.1,10.93
DIVU20240913105347_jpeg.rf.2cb91cb138f1e49f04a03c4a55275c13.jpg,,,
DIVU20240913105347_jpeg.rf.2e7738e1f338c2ea3f3e45ad874dc212.jpg,47.7,120.2,
DIVU20240913105347_jpeg.rf.4f300821f1963ea93cbc7bf33bc525de.jpg,,,
DIVU20240913105412_jpeg.rf.3b8db068034197bcb3befdc7d9d02146.jpg,,,
DIVU20240913105412_jpeg.rf.9d875f508873907548f1190340514ed5.jpg,,,
DIVU20240913105412_jpeg.rf.c85704d21d8831fca4c89a983b81d7b9.jpg,65.1,,0.93
DIVU20240913105510_jpeg.rf.471e792f0309c86f7fddfa6f6a5a6caf.jpg,,,
DIVU20240913105510_jpeg.rf.5efc6db41cbf7b99f6226109a4204639.jpg,,,
DIVU20240913105510_jpeg.rf.ac0e1ad7f1a3d4ee479e5b05a6c10460.jpg,,,
IR_28717_jpg.rf.ca36e73e129e16b23458d7dd076f7cdc.jpg,,,31.3
IR_28717_jpg.rf.e30d29466c5edf744a08801e8b03d577.jpg,,,
IR_28717_jpg.rf.efb8a42d045953bd5639c4d2af372171.jpg,,,
IR_28719_jpg.rf.a6a010d76bb07aef43b375dcb25fa4e0.jpg,,,
IR_28719_jpg.rf.b44bea31ba30ce6fd59e90e00d1611b5.jpg,,,29.2
IR_28719_jpg.rf.dfeb63af9b3d5dc33742e3dcef5706f3.jpg,,,
IR_28721_jpg.rf.25e87743e0ea545a0e424034c0edade2.jpg,,,
IR_28721_jpg.rf.c6600a06f2604515da9de87ddc8fb915.jpg,,,28.2
IR_28721_jpg.rf.e57bf01ed32d3f074c337f5f40e28541.jpg,,,
IR_28723_jpg.rf.219a5fb4cbf5afc9bc57b5aa0874b6b8.jpg,,,
IR_28723_jpg.rf.4241ba7f00e1ae2c2010181f747c71d1.jpg,,,
IR_28723_jpg.rf.45458df591dc7fa5ae08c823e9e057e7.jpg,,,
IR_28725_jpg.rf.0a671a5d453d978ac0846bcddce02b8b.jpg,,,
IR_28725_jpg.rf.b83a5dddf202367d9c59b40dd5c4d600.jpg,,,32
IR_28725_jpg.rf.cb6893c9981313c4d71b264ebccd7013.jpg,,,
IR_28727_jpg.rf.6ee6005950b7f377360a9c99cf9a3b78.jpg,,,
IR_28727_jpg.rf.98d147d140a1684b8b2441527d4e287f.jpg,,,
IR_28727_jpg.rf.c86120780e5c928a7aa61033819198e1.jpg,,,
IR_28731_jpg.rf.52b9a6a3005535f5396c86bae056a964.jpg,,,
IR_28731_jpg.rf.66fbd4bd4ae34fe4160e833c10246ee3.jpg,,,30.7
IR_28731_jpg.rf.9e14c3c0b02a94e0abf8641253944cd7.jpg,,,
IR_28735_jpg.rf.a561e7be65a9233d8ba61f40fa97db67.jpg,,,32.1
IR_28735_jpg.rf.c9a9834ed19afe67f8ad0ee85884adcd.jpg,,,
IR_28735_jpg.rf.e97d3da3d99531a9d64231e58d9b1f3b.jpg,,,
IR_28741_jpg.rf.815e2735e5c38b64698bc2ac066492a3.jpg,,,
IR_28741_jpg.rf.881e50b3c1f7721e1e5bfd538939006c.jpg,,,
IR_28741_jpg.rf.b8d9ccf8fd540c528dd48742323de7e9.jpg,,,
IR_28743_jpg.rf.174e4bd386f6da29959f987be52a8eed.jpg,,,30.8
IR_28743_jpg.rf.7991ea1d4b7a1c50e20a8f3da2a87034.jpg,,,
IR_28743_jpg.rf.8cd891f8e4837b3ba68765718580e81e.jpg,,,
IR_28745_jpg.rf.109ab5c635edc269440daf3eba548825.jpg,,,
